order_item_id,order_id,item_id,item_name,price,quantity,line_total
13625,206361,1057,Basil Lemonade,89,1,89
13626,206362,724,Malvani Chicken Curry,280,2,560
13627,206362,516,Cheese Dahi Puri,75,1,75
13628,206363,725,Veg Special Gravy,195,1,195
13629,206363,597,Watermelon Iced Tea,200,1,200
13630,206364,954,Mooli Paratha (1 Pc),55,1,55
13631,206364,965,Prawn Nam Prik Pao,399,1,399
13632,206365,798,Chicken Kolhapuri,249,1,249
13633,206365,457,Chicken Sholay Kabab (B/L),319,1,319
13634,206366,583,Baby Corn Kadai,95,1,95
13635,206367,447,Mushroom Pepper Kurma,190,1,190
13636,206367,703,Gobi 65,185,1,185
13637,206367,10,Sweet Boondhi,100,1,100
13638,206368,1029,Chicken Mole,415,1,415
13639,206368,381,Kai Ga Prao,260,1,260
13640,206369,390,Veg Fried Rice And Gravy,285,1,285
13641,206369,195,Achari Paneer Tikka,285,1,285
13642,206370,617,Chilli Garlic Egg Noodles,190,1,190
13643,206370,344,Crispy Fried Calamari & Sea Prawns,495,2,990
13644,206371,1173,Murgh Bemisal,449,1,449
13645,206371,222,Neelkamal Special Toast [1 Toast],169,1,169
13646,206371,1100,Orange,70,3,210
13647,206371,1125,Chilli Chicken (B/L),319,1,319
13648,206372,1173,Murgh Bemisal,449,1,449
13649,206372,570,Mutton Garlic,300,2,600
13650,206372,665,Murgh Reshmi Seekh Kebab,315,1,315
13651,206373,1148,Murgh Dum Biryani,260,1,260
13652,206373,446,Tandoori Chicken (Full),640,2,1280
13653,206374,269,Vegetable Balls In Hot Garlic Sauce,300,1,300
13654,206374,490,Coriander Fish,330,1,330
13655,206375,896,Tawa Jhinga,469,1,469
13656,206375,639,Babycorn 65,150,1,150
13657,206376,606,Fish Biryani,329,1,329
13658,206376,870,Vegetable Seekh Kebab,300,1,300
13659,206377,904,Gatta Masala,180,1,180
13660,206377,373,Matar Paratha ( 1 Pc ),139,1,139
13661,206378,1044,Fujian Rice Chicken,330,2,660
13662,206378,373,Matar Paratha ( 1 Pc ),139,1,139
13663,206379,1022,Chicken tangri masala (4 pcs),415,1,415
13664,206380,1086,Prawns Max Dum Pukht Biryani,600,1,600
13665,206380,971,Chicken Shanghai (Dry),320,2,640
13666,206381,798,Chicken Kolhapuri,249,2,498
13667,206381,600,Panner 65,180,1,180
13668,206382,1126,Chicken Pulao,244,1,244
13669,206382,1198,Spinach 'N' Corn Sandwich + Fresh Lime Juice,152,1,152
13670,206383,378,Singapore Noodles,285,1,285
13671,206384,472,Boneless Mutton Keema Hyderabadi,450,1,450
13672,206384,46,Dragon Vegetables,195,1,195
13673,206385,725,Veg Special Gravy,195,1,195
13674,206385,503,Macaco Banana,180,2,360
13675,206385,490,Coriander Fish,330,1,330
13676,206386,1145,Fixed Lunch Sunday,280,1,280
13677,206386,614,Hariyali Prawn Tikka,620,1,620
13678,206387,892,Alu Gobi Masala,224,1,224
13679,206387,916,Mushroom Tikka Dry,210,1,210
13680,206387,36,Salt Matri 250Gm,95,1,95
13681,206387,1053,Curryleaf Chicken,269,1,269
13682,206388,35,Mangalorean Style - White Pomfret Fish Curry [1pc],399,1,399
13683,206388,325,Chicken Pepper Dry ( 6 Pcs ),180,1,180
13684,206389,8,Veg Garlic Hakka Noodles,239,1,239
13685,206389,670,Tandoori Aloo,300,1,300
13686,206389,462,Mango & Raspberry  Ice Cream,215,1,215
13687,206390,396,Maxican Fried Rice,269,1,269
13688,206390,898,Chicken Dry Pepper,190,1,190
13689,206390,1049,Pretty Paris Thickshake,260,1,260
13690,206391,541,Soya Keema Masala,360,1,360
13691,206391,499,Brownie With Choclate Sauce,51,1,51
13692,206391,591,Flamed Platter 3 (Seafood Platter),750,1,750
13693,206392,723,Cheese Pulao (250 Gms),51,1,51
13694,206392,166,Chilly Gobi,245,1,245
13695,206393,443,Veg Hunan (gravy)(chinese),260,1,260
13696,206393,614,Hariyali Prawn Tikka,620,1,620
13697,206394,924,Triple Sichuan Veg,285,1,285
13698,206394,965,Prawn Nam Prik Pao,399,2,798
13699,206395,947,Chicken Lababdar B/L,320,1,320
13700,206395,997,Veg Cheese Roll [8 Pc],360,1,360
13701,206396,1068,Steamed rice (Raita),135,1,135
13702,206396,569,Crispy Babycorn Manchurian,450,1,450
13703,206396,915,Chocolate Milkshake,192,1,192
13704,206397,706,Chicken Hong Kong Style Sauce,299,2,598
13705,206397,1071,Chatpata Tandoori Aloo,260,1,260
13706,206398,1019,Palak Dal,140,1,140
13707,206398,839,Thai Fried Prawns,350,2,700
13708,206399,801,Assamese Non-veg Thali 299,329,1,329
13709,206400,264,Vegetable Noodles,200,2,400
13710,206400,451,Almond Glaze,143,1,143
13711,206401,1188,Hyd. Mutton Biriyani (fry Pieces),280,1,280
13712,206401,614,Hariyali Prawn Tikka,620,2,1240
13713,206402,579,Kungpao Veg With Rice,285,1,285
13714,206402,146,Kakori Kebab,550,2,1100
13715,206403,264,Vegetable Noodles,200,1,200
13716,206403,971,Chicken Shanghai (Dry),320,1,320
13717,206404,40,Fresh Pork Naga Dal,360,1,360
13718,206405,979,Chicken-Scalloppine,635,1,635
13719,206405,1060,Butter Naan (1 Pc),65,1,65
13720,206406,687,Baked Mughlai Paneer,215,1,215
13721,206406,945,Minute Maid Pulpy Orange (330 ml),70,1,70
13722,206407,508,Punjabi Dal Combo,240,1,240
13723,206407,570,Mutton Garlic,300,1,300
13724,206408,894,Biryani Rice (non-veg),160,1,160
13725,206408,167,Max Tandoori Chicken Kasuri,300,1,300
13726,206408,623,Choco Nut Sundae,135,1,135
13727,206409,285,Hyderabadi Paneer (Spicy),200,1,200
13728,206409,714,Potato Bhaji (4 Pcs),50,1,50
13729,206410,729,Hyderabad Chicken Biryani,190,2,380
13730,206411,585,Egg Schezwan Fried Rice,220,1,220
13731,206411,373,Matar Paratha ( 1 Pc ),139,1,139
13732,206412,454,Prawns Chinese Chop Suey,300,1,300
13733,206413,127,Mixed Vegetable Paratha PD,150,1,150
13734,206413,64,Chilly Chicken Andhra Style,289,2,578
13735,206414,729,Hyderabad Chicken Biryani,190,1,190
13736,206414,946,Mango Pickle - 250Gms,99,1,99
13737,206415,531,Naga Dal,160,1,160
13738,206415,584,French Fries With Choice Of Seasoning,185,1,185
13739,206415,769,Chikoo Fruit Shake,99,1,99
13740,206416,809,Devils Prawn,380,1,380
13741,206416,1105,Tripple Chocolate Scoop,48,2,96
13742,206416,140,Day Spl Chicken,200,1,200
13743,206417,822,Baby Corn Chilli Fried Rice,255,2,510
13744,206417,631,Mix Veg Garlic Cheese,250,1,250
13745,206417,1032,Rooh Afza Milk Shake,100,2,200
13746,206418,264,Vegetable Noodles,200,1,200
13747,206418,587,Garlic Cheese Kulcha,48,1,48
13748,206418,260,Chilli Chicken- Andhra Style,290,1,290
13749,206419,896,Tawa Jhinga,469,1,469
13750,206419,499,Brownie With Choclate Sauce,51,1,51
13751,206419,1105,Tripple Chocolate Scoop,48,1,48
13752,206420,804,Asian Sea Bass In Roasted Garlic Sauce (Calcutta Bhetki),675,1,675
13753,206420,358,Swiss Cake 800 ML,315,3,945
13754,206420,1192,Tandoori Kebab (6 Pcs),190,1,190
13755,206421,127,Mixed Vegetable Paratha PD,150,2,300
13756,206421,1185,Chicken Reshmi Kabab,249,1,249
13757,206422,896,Tawa Jhinga,469,1,469
13758,206422,631,Mix Veg Garlic Cheese,250,1,250
13759,206423,6,Paneer Pasanda,230,1,230
13760,206423,1083,Ebi Tempura,620,1,620
13761,206424,1145,Fixed Lunch Sunday,280,1,280
13762,206424,373,Matar Paratha ( 1 Pc ),139,1,139
13763,206424,480,Kaju Badam Karachi Halwa,183,1,183
13764,206425,294,Fish Autumn Rice  (Szechuan Style),360,1,360
13765,206425,1020,Wok Tossed Chilli Fish,590,1,590
13766,206426,472,Boneless Mutton Keema Hyderabadi,450,1,450
13767,206426,552,Gobi Pyaz Paratha,115,3,345
13768,206426,181,Chicken garlic kebab (6 pcs),315,2,630
13769,206427,674,Pan-Seared Prawns Soft Tacos,390,1,390
13770,206427,1053,Curryleaf Chicken,269,1,269
13771,206427,1028,Malpua With Rabadi,189,2,378
13772,206428,1189,Stuffed capsicum,160,1,160
13773,206429,801,Assamese Non-veg Thali 299,329,1,329
13774,206429,1169,Paneer Tikka Achari,279,1,279
13775,206430,929,Veg Chilli Garlic Noodles,210,1,210
13776,206430,277,Plain Naan (1 Pc),27,1,27
13777,206430,296,Bun Tikki Cheese Slider,109,1,109
13778,206431,947,Chicken Lababdar B/L,320,1,320
13779,206432,264,Vegetable Noodles,200,2,400
13780,206432,1050,Bruschetta [150 Grams],375,1,375
13781,206433,809,Devils Prawn,380,1,380
13782,206433,166,Chilly Gobi,245,2,490
13783,206433,422,Punjabi Lassi,48,1,48
13784,206433,490,Coriander Fish,330,1,330
13785,206434,816,Egg Curry Roti,95,1,95
13786,206434,304,Subzi Aur Quinoa Tikki (signature Dish),395,1,395
13787,206434,297,50-50 Paratha,89,1,89
13788,206435,519,Mushroom Baby Corn,260,1,260
13789,206435,587,Garlic Cheese Kulcha,48,1,48
13790,206436,892,Alu Gobi Masala,224,1,224
13791,206436,66,Banana Bhaji (4 Pcs),50,1,50
13792,206436,1111,Lemon Chicken Dry Boneless,289,1,289
13793,206437,453,Makai Methi Malai,250,1,250
13794,206437,1133,Bangada Neket Fry (Mecral),180,1,180
13795,206438,396,Maxican Fried Rice,269,1,269
13796,206438,604,Bounty Peda 1 Kg,600,1,600
13797,206439,264,Vegetable Noodles,200,1,200
13798,206439,68,Gobi Jeera Dry,188,2,376
13799,206439,340,Salted Caramel Ice Cream Scoop (100 g),109,2,218
13800,206440,105,Murgh Hara Pyaaz,290,1,290
13801,206440,951,Oreo Tahiti Thickshake/ Slow Sipper,119,1,119
13802,206441,443,Veg Hunan (gravy)(chinese),260,1,260
13803,206442,826,Veg Pulao,246,1,246
13804,206443,294,Fish Autumn Rice  (Szechuan Style),360,1,360
13805,206443,593,Prawn Fry,250,1,250
13806,206444,723,Cheese Pulao (250 Gms),51,3,153
13807,206444,1192,Tandoori Kebab (6 Pcs),190,1,190
13808,206444,198,Almond Carnival 80gm,75,2,150
13809,206445,823,Veg Tawa Style,370,1,370
13810,206446,1117,Dal Punjabi,95,2,190
13811,206446,239,Punjabi Salted Lassi,99,1,99
13812,206447,447,Mushroom Pepper Kurma,190,1,190
13813,206447,263,Mutton Fried,340,1,340
13814,206448,541,Soya Keema Masala,360,1,360
13815,206448,607,Samosa Chole Chaat (200 gms),90,1,90
13816,206448,898,Chicken Dry Pepper,190,1,190
13817,206449,421,Jeera Pulao (jeera Rice),179,2,358
13818,206449,916,Mushroom Tikka Dry,210,1,210
13819,206450,896,Tawa Jhinga,469,1,469
13820,206451,240,Chicken In Oyster Scallop Sauce,595,2,1190
13821,206451,250,Tawa Gobhi Paratha (2 Pcs),149,1,149
13822,206451,648,Red Velvet Kulfi Thickshake,251,1,251
13823,206452,1086,Prawns Max Dum Pukht Biryani,600,1,600
13824,206452,670,Tandoori Aloo,300,1,300
13825,206453,379,Baghara Bhat Fried Rice,220,1,220
13826,206453,473,Murg Sheek Kebab,155,1,155
13827,206454,56,Szechuan Chicken Noodles,199,1,199
13828,206454,446,Tandoori Chicken (Full),640,1,640
13829,206455,1094,Peppered Chicken,635,1,635
13830,206455,569,Crispy Babycorn Manchurian,450,2,900
13831,206455,1125,Chilli Chicken (B/L),319,1,319
13832,206456,836,Dal Lasuni Tadka,240,3,720
13833,206456,166,Chilly Gobi,245,2,490
13834,206456,965,Prawn Nam Prik Pao,399,2,798
13835,206457,947,Chicken Lababdar B/L,320,1,320
13836,206458,917,Egg Schezwan Curry,210,1,210
13837,206458,415,Pav Bhaji Family Pack,389,2,778
13838,206459,822,Baby Corn Chilli Fried Rice,255,1,255
13839,206460,280,Chicken Mughlai,233,1,233
13840,206460,895,Chicken boti kebab (6 pcs),315,2,630
13841,206461,975,Grilled Vegetable,252,1,252
13842,206461,167,Max Tandoori Chicken Kasuri,300,1,300
13843,206461,505,Diet Coke (300 ml),80,1,80
13844,206462,63,Chilli Garlic Mixed Noodles,225,1,225
13845,206462,953,Kitkat Milkshake,87,1,87
13846,206463,163,Malai Kofta (sweet) (400 -500 Grm),279,2,558
13847,206463,1133,Bangada Neket Fry (Mecral),180,1,180
13848,206463,157,Assorted Sweets [250 Gms],186,1,186
13849,206464,668,Crab Manchurian,220,1,220
13850,206465,14,Mutton Spicy Andhara Biryani,440,2,880
13851,206466,25,Chicken Chinese Chop Suey (Bland),265,1,265
13852,206466,446,Tandoori Chicken (Full),640,1,640
13853,206466,902,Mocha Brownie Fudge [loose Tub 500 Ml],200,1,200
13854,206467,613,Grilled Chicken Grilled Tacos,340,1,340
13855,206467,916,Mushroom Tikka Dry,210,1,210
13856,206467,165,Kaju Draksh [loose Tub 500ml],125,2,250
13857,206468,1148,Murgh Dum Biryani,260,2,520
13858,206468,422,Punjabi Lassi,48,1,48
13859,206469,904,Gatta Masala,180,1,180
13860,206469,262,Cheezy Choley Bhature,249,1,249
13861,206469,720,Boneless Chicken Nagarjuna Roast,355,1,355
13862,206470,896,Tawa Jhinga,469,1,469
13863,206470,587,Garlic Cheese Kulcha,48,1,48
13864,206471,103,Crispy Brown Onion Chicken Fried Rice,210,1,210
13865,206471,263,Mutton Fried,340,1,340
13866,206472,947,Chicken Lababdar B/L,320,1,320
13867,206472,570,Mutton Garlic,300,2,600
13868,206472,187,Quinoa et chocolate noir,200,1,200
13869,206473,929,Veg Chilli Garlic Noodles,210,3,630
13870,206473,607,Samosa Chole Chaat (200 gms),90,1,90
13871,206474,646,Royal Chicken Rice Bowl (Jumbo),329,1,329
13872,206474,242,Chat-pata Dhaba Chilli Cauliflower,345,1,345
13873,206475,94,Vegetable Fried Rice,200,2,400
13874,206475,1000,Vegetable Sandwich,195,2,390
13875,206476,805,Sichuan Veg Fried Rice,190,1,190
13876,206476,159,Masala Thums Up [250 Ml],175,2,350
13877,206476,181,Chicken garlic kebab (6 pcs),315,1,315
13878,206477,626,Egg In Choice Of Sauce,165,1,165
13879,206478,572,Kappa Biryani (Poth),160,1,160
13880,206478,263,Mutton Fried,340,1,340
13881,206478,770,Caribbean Sunshine,180,1,180
13882,206479,390,Veg Fried Rice And Gravy,285,1,285
13883,206479,373,Matar Paratha ( 1 Pc ),139,2,278
13884,206479,479,Chocolate Ice cream Scoop,50,1,50
13885,206480,606,Fish Biryani,329,1,329
13886,206481,729,Hyderabad Chicken Biryani,190,1,190
13887,206481,1003,Gobi Chilly,330,1,330
13888,206481,681,Avarekalu 100Gm,48,1,48
13889,206481,260,Chilli Chicken- Andhra Style,290,1,290
13890,206482,629,Roots Special Hara Murgh Biryani,339,1,339
13891,206482,342,Spanish Delight Ice cream,160,1,160
13892,206483,1022,Chicken tangri masala (4 pcs),415,1,415
13893,206484,896,Tawa Jhinga,469,1,469
13894,206485,372,Anda Biryani,300,2,600
13895,206485,1169,Paneer Tikka Achari,279,1,279
13896,206486,752,Ginger Fish Sauce,330,1,330
13897,206487,447,Mushroom Pepper Kurma,190,2,380
13898,206487,657,Paneer Cutlet (1 Pc) (50 gms),38,1,38
13899,206487,306,Litchi Rabdi,77,1,77
13900,206488,877,Veg Jaipuri Rice Bowl,199,3,597
13901,206488,726,Imperial Mix Mutton Parotta,190,1,190
13902,206488,157,Assorted Sweets [250 Gms],186,2,372
13903,206489,285,Hyderabadi Paneer (Spicy),200,1,200
13904,206490,443,Veg Hunan (gravy)(chinese),260,1,260
13905,206490,275,Paneer Paratha [pc 1],220,1,220
13906,206491,727,Mutton Liver Masala,230,1,230
13907,206491,946,Mango Pickle - 250Gms,99,1,99
13908,206492,816,Egg Curry Roti,95,1,95
13909,206492,890,Baby corn Manchurian Dry,199,1,199
13910,206492,209,Kodubale 200Gms,95,1,95
13911,206493,443,Veg Hunan (gravy)(chinese),260,1,260
13912,206493,631,Mix Veg Garlic Cheese,250,1,250
13913,206493,945,Minute Maid Pulpy Orange (330 ml),70,3,210
13914,206493,222,Neelkamal Special Toast [1 Toast],169,1,169
13915,206494,892,Alu Gobi Masala,224,1,224
13916,206494,29,Crispy Vegetables In Chilli Plum Sauce,265,1,265
13917,206495,826,Veg Pulao,246,1,246
13918,206495,1133,Bangada Neket Fry (Mecral),180,3,540
13919,206495,965,Prawn Nam Prik Pao,399,1,399
13920,206496,409,Crispy Brown Onion Egg Fried Rice,195,1,195
13921,206497,1093,Mongolian Chicken Rice,330,1,330
13922,206497,472,Boneless Mutton Keema Hyderabadi,450,1,450
13923,206497,242,Chat-pata Dhaba Chilli Cauliflower,345,1,345
13924,206498,63,Chilli Garlic Mixed Noodles,225,1,225
13925,206498,277,Plain Naan (1 Pc),27,1,27
13926,206498,796,Lasuni Soya Chaap [300 Grams],30,2,60
13927,206499,105,Murgh Hara Pyaaz,290,1,290
13928,206500,484,Boneless Biryani Combo,349,1,349
13929,206501,73,Murgh Biryani Boneless,30,1,30
13930,206502,341,Chinese Chopsuey,300,1,300
13931,206502,587,Garlic Cheese Kulcha,48,2,96
13932,206502,10,Sweet Boondhi,100,1,100
13933,206503,269,Vegetable Balls In Hot Garlic Sauce,300,1,300
13934,206503,66,Banana Bhaji (4 Pcs),50,1,50
13935,206504,243,Vegetable Gulabi,290,1,290
13936,206504,683,Cool Snack Combo,159,2,318
13937,206505,129,Naadan Mutton Curry,350,1,350
13938,206506,414,Dum gosht handi,345,1,345
13939,206506,584,French Fries With Choice Of Seasoning,185,1,185
13940,206507,805,Sichuan Veg Fried Rice,190,1,190
13941,206507,586,Hot and Sour Chicken,280,1,280
13942,206508,40,Fresh Pork Naga Dal,360,1,360
13943,206509,913,Paneer Kulcha,90,1,90
13944,206509,358,Swiss Cake 800 ML,315,2,630
13945,206510,78,Kulcha Curry,97,2,194
13946,206510,584,French Fries With Choice Of Seasoning,185,1,185
13947,206511,6,Paneer Pasanda,230,1,230
13948,206511,167,Max Tandoori Chicken Kasuri,300,2,600
13949,206511,36,Salt Matri 250Gm,95,1,95
13950,206512,234,Ginger Thokku [400 Gm],299,1,299
13951,206512,275,Paneer Paratha [pc 1],220,1,220
13952,206513,851,Desi Style Mutton Curry,560,1,560
13953,206513,446,Tandoori Chicken (Full),640,2,1280
13954,206514,801,Assamese Non-veg Thali 299,329,1,329
13955,206514,665,Murgh Reshmi Seekh Kebab,315,1,315
13956,206515,1044,Fujian Rice Chicken,330,1,330
13957,206515,1056,Haryali Paneer Kabab,250,1,250
13958,206515,340,Salted Caramel Ice Cream Scoop (100 g),109,1,109
13959,206516,443,Veg Hunan (gravy)(chinese),260,3,780
13960,206516,839,Thai Fried Prawns,350,2,700
13961,206517,14,Mutton Spicy Andhara Biryani,440,1,440
13962,206517,518,Prawn Chilly Dry,250,1,250
13963,206517,678,Ferrero Rocher Fudge Sundae,229,3,687
13964,206517,140,Day Spl Chicken,200,1,200
13965,206518,674,Pan-Seared Prawns Soft Tacos,390,1,390
13966,206518,1028,Malpua With Rabadi,189,1,189
13967,206519,1068,Steamed rice (Raita),135,1,135
13968,206519,591,Flamed Platter 3 (Seafood Platter),750,1,750
13969,206519,187,Quinoa et chocolate noir,200,1,200
13970,206520,224,Dahiwala Bhuna Kukkad,350,2,700
13971,206520,1192,Tandoori Kebab (6 Pcs),190,1,190
13972,206521,130,Prawns In Chilli Basil Sauce,545,1,545
13973,206521,946,Mango Pickle - 250Gms,99,1,99
13974,206521,951,Oreo Tahiti Thickshake/ Slow Sipper,119,2,238
13975,206521,189,Desi Ghee Aloo Tikki,109,1,109
13976,206522,924,Triple Sichuan Veg,285,1,285
13977,206522,1185,Chicken Reshmi Kabab,249,2,498
13978,206522,902,Mocha Brownie Fudge [loose Tub 500 Ml],200,1,200
13979,206523,606,Fish Biryani,329,1,329
13980,206523,555,Mango Smoothie,110,1,110
13981,206524,668,Crab Manchurian,220,1,220
13982,206524,1060,Butter Naan (1 Pc),65,1,65
13983,206525,130,Prawns In Chilli Basil Sauce,545,1,545
13984,206525,726,Imperial Mix Mutton Parotta,190,1,190
13985,206526,280,Chicken Mughlai,233,2,466
13986,206526,657,Paneer Cutlet (1 Pc) (50 gms),38,1,38
13987,206527,119,Mix Veg Roast,175,1,175
13988,206527,552,Gobi Pyaz Paratha,115,1,115
13989,206528,1021,1 Prawns Curry With 1 Rice,268,1,268
13990,206528,296,Bun Tikki Cheese Slider,109,1,109
13991,206529,1068,Steamed rice (Raita),135,1,135
13992,206529,639,Babycorn 65,150,1,150
13993,206530,706,Chicken Hong Kong Style Sauce,299,1,299
13994,206531,975,Grilled Vegetable,252,1,252
13995,206531,584,French Fries With Choice Of Seasoning,185,1,185
13996,206531,681,Avarekalu 100Gm,48,1,48
13997,206532,646,Royal Chicken Rice Bowl (Jumbo),329,1,329
13998,206532,920,"Dal Makhni Combo ( 3 Roti, Rice )",329,1,329
13999,206533,706,Chicken Hong Kong Style Sauce,299,1,299
14000,206533,1020,Wok Tossed Chilli Fish,590,1,590
14001,206534,879,Chicken Handi Biryani [1kg][served in handi and mix veg raita],529,1,529
14002,206534,591,Flamed Platter 3 (Seafood Platter),750,1,750
14003,206535,379,Baghara Bhat Fried Rice,220,1,220
14004,206536,409,Crispy Brown Onion Egg Fried Rice,195,1,195
14005,206536,457,Chicken Sholay Kabab (B/L),319,1,319
14006,206537,443,Veg Hunan (gravy)(chinese),260,1,260
14007,206537,1071,Chatpata Tandoori Aloo,260,1,260
14008,206537,634,Doda Barfi 1 Kg,660,1,660
14009,206538,443,Veg Hunan (gravy)(chinese),260,3,780
14010,206538,250,Tawa Gobhi Paratha (2 Pcs),149,2,298
14011,206539,1097,Boneless 2 Persons Chicken Biryani,760,1,760
14012,206539,1183,Ferrero Rocher Jar Cake,169,1,169
14013,206540,56,Szechuan Chicken Noodles,199,1,199
14014,206540,570,Mutton Garlic,300,1,300
14015,206541,314,Mix Fried Rice,220,1,220
14016,206541,1020,Wok Tossed Chilli Fish,590,1,590
14017,206542,379,Baghara Bhat Fried Rice,220,1,220
14018,206542,490,Coriander Fish,330,2,660
14019,206543,585,Egg Schezwan Fried Rice,220,1,220
14020,206543,80,Shrikhand,45,1,45
14021,206544,798,Chicken Kolhapuri,249,1,249
14022,206544,631,Mix Veg Garlic Cheese,250,2,500
14023,206544,989,Dark Fantasy Sundae- Karamel Kiss Dessert Jar,230,1,230
14024,206545,702,Pindi Chole,140,1,140
14025,206545,380,Simply Nachos,250,1,250
14026,206545,915,Chocolate Milkshake,192,1,192
14027,206546,1117,Dal Punjabi,95,1,95
14028,206546,672,Malabar Lachha Paratha [150 Grams],95,1,95
14029,206546,503,Macaco Banana,180,1,180
14030,206547,1173,Murgh Bemisal,449,1,449
14031,206547,1057,Basil Lemonade,89,1,89
14032,206548,409,Crispy Brown Onion Egg Fried Rice,195,1,195
14033,206548,1125,Chilli Chicken (B/L),319,1,319
14034,206548,322,Honey Lemon Ginger Tea,110,1,110
14035,206549,378,Singapore Noodles,285,1,285
14036,206550,613,Grilled Chicken Grilled Tacos,340,1,340
14037,206550,166,Chilly Gobi,245,1,245
14038,206551,78,Kulcha Curry,97,1,97
14039,206551,416,Butter Shake,90,2,180
14040,206552,14,Mutton Spicy Andhara Biryani,440,1,440
14041,206553,1178,Black Peppered Chicken Noodles,210,1,210
14042,206553,567,Indonesian Mushroom,250,1,250
14043,206554,1094,Peppered Chicken,635,1,635
14044,206554,263,Mutton Fried,340,1,340
14045,206555,1178,Black Peppered Chicken Noodles,210,1,210
14046,206555,853,Iced Lime Tea,165,1,165
14047,206556,993,Prawn Chengdu Chowmien,300,1,300
14048,206557,519,Mushroom Baby Corn,260,1,260
14049,206558,1019,Palak Dal,140,1,140
14050,206559,330,Chicken Roasted Garlic Noodles,245,1,245
14051,206559,473,Murg Sheek Kebab,155,1,155
14052,206559,318,Masala Sprite,60,1,60
14053,206560,105,Murgh Hara Pyaaz,290,2,580
14054,206560,714,Potato Bhaji (4 Pcs),50,2,100
14055,206561,583,Baby Corn Kadai,95,1,95
14056,206561,273,Butter Phulka,25,1,25
14057,206561,1003,Gobi Chilly,330,2,660
14058,206562,667,Yellow Pad Thai Noodles,279,1,279
14059,206562,758,American Cheese Balls,210,1,210
14060,206562,422,Punjabi Lassi,48,2,96
14061,206563,1171,Sweet Khoya Kaju,160,2,320
14062,206563,1185,Chicken Reshmi Kabab,249,1,249
14063,206563,189,Desi Ghee Aloo Tikki,109,2,218
14064,206564,1094,Peppered Chicken,635,1,635
14065,206564,1053,Curryleaf Chicken,269,1,269
14066,206564,503,Macaco Banana,180,1,180
14067,206565,120,Biriyani Rice [hyderabadi],48,1,48
14068,206565,250,Tawa Gobhi Paratha (2 Pcs),149,1,149
14069,206566,993,Prawn Chengdu Chowmien,300,1,300
14070,206566,333,Gulab E Jamun,110,1,110
14071,206566,1020,Wok Tossed Chilli Fish,590,1,590
14072,206567,979,Chicken-Scalloppine,635,2,1270
14073,206567,584,French Fries With Choice Of Seasoning,185,2,370
14074,206567,580,Anar Juice,51,1,51
14075,206568,781,Punjabi Egg Curry [250 Gm],110,1,110
14076,206568,195,Achari Paneer Tikka,285,2,570
14077,206569,185,Butter tandoori roti,40,2,80
14078,206569,167,Max Tandoori Chicken Kasuri,300,1,300
14079,206570,106,Lakhnavi Pulav,315,1,315
14080,206570,53,Chicken Pakora,349,1,349
14081,206571,96,Sannas With Pineapple Gassi And Coconut Chutney,335,1,335
14082,206571,262,Cheezy Choley Bhature,249,1,249
14083,206572,1187,Gobi Chinese Chilli Gravy,330,1,330
14084,206573,583,Baby Corn Kadai,95,1,95
14085,206573,446,Tandoori Chicken (Full),640,1,640
14086,206574,368,General Taos Chicken,655,1,655
14087,206575,1136,Hyderabadi Bhurji Rice [400 Gm],210,2,420
14088,206575,475,Chiku Milk Shake,100,2,200
14089,206576,8,Veg Garlic Hakka Noodles,239,2,478
14090,206576,146,Kakori Kebab,550,1,550
14091,206577,823,Veg Tawa Style,370,1,370
14092,206578,185,Butter tandoori roti,40,1,40
14093,206578,965,Prawn Nam Prik Pao,399,1,399
14094,206578,277,Plain Naan (1 Pc),27,1,27
14095,206579,947,Chicken Lababdar B/L,320,1,320
14096,206579,774,Hard Base Pizza 6',97,2,194
14097,206580,894,Biryani Rice (non-veg),160,1,160
14098,206580,344,Crispy Fried Calamari & Sea Prawns,495,1,495
14099,206581,1019,Palak Dal,140,1,140
14100,206581,1000,Vegetable Sandwich,195,1,195
14101,206581,696,Chicken Kabab 5pi+ Sprit 600 Ml Pet Bottle,259,1,259
14102,206581,433,Paneer Tikka Dry Malai [8 Pieces],299,1,299
14103,206582,762,Methi Matar Kaju Makhana,210,1,210
14104,206582,380,Simply Nachos,250,1,250
14105,206583,314,Mix Fried Rice,220,1,220
14106,206583,499,Brownie With Choclate Sauce,51,1,51
14107,206584,1178,Black Peppered Chicken Noodles,210,1,210
14108,206584,1056,Haryali Paneer Kabab,250,1,250
14109,206584,394,La Vie En Rose Cappuccino-Iced,241,1,241
14110,206585,1094,Peppered Chicken,635,1,635
14111,206585,227,Missi Chef,65,1,65
14112,206586,864,Cream Chicken,329,1,329
14113,206586,714,Potato Bhaji (4 Pcs),50,1,50
14114,206586,1198,Spinach 'N' Corn Sandwich + Fresh Lime Juice,152,1,152
14115,206587,924,Triple Sichuan Veg,285,1,285
14116,206588,917,Egg Schezwan Curry,210,3,630
14117,206588,631,Mix Veg Garlic Cheese,250,1,250
14118,206589,1029,Chicken Mole,415,1,415
14119,206589,516,Cheese Dahi Puri,75,1,75
14120,206590,1029,Chicken Mole,415,1,415
14121,206590,895,Chicken boti kebab (6 pcs),315,1,315
14122,206590,1050,Bruschetta [150 Grams],375,2,750
14123,206591,1178,Black Peppered Chicken Noodles,210,2,420
